"source","canonical_url","ppid","PAName","Heading","islive","isnew","showInCatalog","Summary","Vertical","Solutions","Platform","Product","ProductType","Image1Url","DetailPage","Status","externalUrl","isRedirected","rm_Status","rm_Public_Site_Link","rm_Production_Link","rm_Final_Content_Type","rm_Drupal_Page_URL","rm_RHAC_page","rm_Final_Demo_Title","rm_Publish_states","rm_Featured_Start_Date","rm_Featured_End_Date","rm_Origin_Type","rm_Primary_Product","rm_Product","rm_Marketing_Program","rm_TDP","rm_Sales_Tactic","rm_Verticals","rm_Event","rm_Primary_Audience","rm_Personas","rm_Pain_Points","rm_Creator_Name","rm_Creator_Team","rm_Quarter","rm_Demo_Description","rm_Demo_Description_(Gemini_generated)","rm_Language","rm_Duration","rm_SEOWords","rm_CTALink","rm_Join_Key","rm_Number","rm_Metadata"
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/56-create-vm-rosa-using-gitops-demo","56","56-create-vm-rosa-using-gitops-demo","Create Virtual Machines in Red Hat OpenShift Service on AWS using GitOps","TRUE","FALSE","TRUE","See how virtual machines are managed in Red Hat OpenShift Service on AWS with GitOps and Red Hat OpenShift Virtualization.","All","Virtualization, ApplicationPlatform","AWS","ROSA","Demo","intro-marketectures/create-vm-rosa-gitops-marketing-slide.webp","create-vm-rosa-using-gitops-demo.adoc","Active","","FALSE","IE Reviewed","https://www.redhat.com/architect/portfolio/detail/56-create-vm-rosa-using-gitops-demo","","Technical Walkthrough","","https://www.redhat.com/architect/portfolio/detail/56-create-vm-rosa-using-gitops-demo","Create VMs in ROSA using GitOps","","","","Legacy IE Master import","OpenShift Virtualization","OpenShift Virtualization","Virtualization Campaign - VM Migration","Virtualization","Virtualization - VM Modernization - Targets customers who want a more modern way to virtualize next to legacy virtualization solutions","No, it is applicable to multiple verticals","No","","","","Gaurav Midha","CFE","CY24Q3","","This interactive demo helps users streamline the creation and management of virtual machines on Red Hat OpenShift Service on AWS. It walks through the full GitOps workflow for deploying and exploring virtual machines from start to finish. • Adding a new application in the ArgoCD instance. • Pasting a YAML definition to create Red Hat Enterprise Linux 8 and 9 virtual machines. • Saving and creating the Argo application, then syncing it. • Navigating to the ""Virtual Machines"" section under ""Virtualization"" in the Red Hat OpenShift console. • Exploring the details and logging into the console of the `rhel-8` virtual machine. • Reviewing the details of the `rhel-9-amaranth-mite-44` virtual machine.","English","","","https://catalog.redhat.com/partners/detail/trilio","Create VMs in ROSA using GitOps | Technical Walkthrough","8","OpenShift Virtualization, Virtualization Campaign - VM Migration, Virtualization, Virtualization - VM Modernization - Targets customers who want a more modern way to virtualize next to legacy virtualization solutions, No, it is applicable to multiple verticals, No, Gaurav Midha, CFE, Create VMs in ROSA using GitOps, https://interact.redhat.com/share/T6m1DSH4pqRtVuJpxN1s, CY24Q3, English"
"PAList+RM","https://www.redhat.com/architect/portfolio/detail/55-ansible-lightspeed-trial-demo","55","55-ansible-lightspeed-trial-demo","Ansible Lightspeed 90-day Trial","TRUE","FALSE","TRUE","Automate easily with Ansible Lightspeed. Create task recommendations, generate playbooks, and view playbook explanations with your trial account.","All","Automation","","Ansible","Demo","intro-marketectures/ansible-lightspeed-trial-marketing-slide.png","ansible-lightspeed-trial-demo.adoc","Active","","FALSE","IE Published","https://www.redhat.com/architect/portfolio/detail/55-ansible-lightspeed-trial-demo","https://interact.redhat.com/share/vsc1VRTxVyIId2MW9TVX","Technical Walkthrough","","https://www.redhat.com/architect/portfolio/detail/55-ansible-lightspeed-trial-demo","Ansible Lightspeed 90-day trial demo","","","","Legacy IE Master import","Ansible Automation Platform","Ansible Automation Platform","Automation Campaign - Getting Started with AAP","AI Platform","Mission Critical Automation - Strategic Automation","No, it is applicable to multiple verticals","No","","","","Anshul Behl","Ansible BU","CY24Q3","","This interactive demo helps users seamlessly automate their workflows with AI-assisted content creation in Visual Studio Code. It walks through the full experience of activating a 90-day trial and generating an initial playbook. • Opening VS Code and navigating to the Extensions sidebar • Searching for and installing the ""Ansible"" extension by Red Hat • Enabling Ansible Lightspeed and its inline suggestions feature in the extension settings • Connecting to Ansible Lightspeed using a Red Hat customer portal account • Accepting terms and conditions to activate the 90-day trial • Generating an Ansible playbook using natural language prompts","English","","","https://www.redhat.com/en/technologies/management/ansible/ansible-lightspeed","Ansible Lightspeed 90-day trial demo | Technical Walkthrough","4","Ansible Automation Platform, Automation Campaign - Getting Started with AAP, AI Platform, Mission Critical Automation - Strategic Automation, No, it is applicable to multiple verticals, No, Anshul Behl, Ansible BU, Ansible Lightspeed 90-day trial demo, https://interact.redhat.com/share/ZiJZMunDn0fg4YUHy2Br, CY24Q3, English"
"PAList only","https://www.redhat.com/architect/portfolio/detail/ocp-virt-migration","54","54-virtualization-migration-solution","Virtualization Migration Solution","TRUE","FALSE","TRUE","Consolidate all your workloads, both running on classical VMs and cloud native applications on a single robustly secure platform with the easy streamlined management that automation provides","All","Virtualization","","ACM,Ansible,OpenShift,RHEL,OpenShift Virtualization","PA","intro-marketectures/ocp-virt-migration-marketing-slide.webp","ocp-virt-migration.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/data-resiliency","53","53-achieving-data-resiliency-red-hat-accenture","Achieving Data Resiliency with Red Hat technologies and Accenture","TRUE","FALSE","TRUE","Ensure data resiliency against cyber attacks as well as business continuity in case of failures and disaster","All","ApplicationPlatform, Automation","","ACM,Ansible,Data,OpenShift,ACS","PA","intro-marketectures/data-resiliency-marketing-slide.webp","data-resiliency.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/dell-apex-base","52","52-dell-apex-cloud-platform-for-openshift","Dell Apex Cloud Platform for OpenShift","TRUE","FALSE","TRUE","Designed to optimize and extend OpenShift deployments on-premises with an integrated operational experience","All","OperatingSystem, ApplicationPlatform, AI","","OpenShift,RHEL,Quay","PA","intro-marketectures/dell-apex-marketing-slide.webp","dell-apex-base.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/mission-critical-platform","51","51-mission-critical-platform","Mission Critical Application Platform","TRUE","FALSE","TRUE","Modernize an infrastructure and application platform, delivering scalability and resilience, while maintaining consistent operational costs.","All","Virtualization, ApplicationPlatform, Automation","","ACM,Ansible,Consulting,OpenShift,ACS,OpenShift Virtualization","PA","intro-marketectures/nested-openshift-marketecture.webp","mission-critical-platform.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/eda-aiml-sentiment-analysis","50","50-event-driven-sentiment-analysis-kafka-aiml","Event-driven Sentiment Analysis with Kafka and AI/ML","TRUE","FALSE","TRUE","Combines the power of AMQ Streams, OpenShift Serverless and Quarkus and the magic of AI/ML to extract valuable real-time insights to make intelligent decisions","All","ApplicationPlatform, AI","","AMQ,Application Foundations,OpenShift","SP","intro-marketectures/event-driven-data-pipelines.webp","eda-aiml-sentiment-analysis.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/telco-service-assurance","49","49-telco-oss-bss-service-assurance-on-public-cloud","Telco Service Assurance on Public Cloud","TRUE","FALSE","TRUE","Telco OSS service assurance on public cloud can help providers deliver end-to-end service management: from service activation and provisioning, to service performance monitoring and customer support","Telco","Automation, AI, ApplicationPlatform","","ACM,Ansible,Data,OpenShift","PA","intro-marketectures/telco-oss-bss-sa-marketing.png","telco-service-assurance.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/disasterreadiness","48","48-disaster-readiness","Disaster Readiness","TRUE","FALSE","TRUE","Businesses need to anticipate and respond to supply chain challenges due to unanticipated disasters. Discover how companies can minimise disruption facing extreme weather events, acts of terrorism, energy shortages, public health issues, etc.","Retail","ApplicationPlatform, Automation","","Ansible,API,OpenShift,Quay,RHEL","PA","intro-marketectures/disasterreadiness-marketing-slide.png","disasterreadiness.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/edge-retail","39","39-edge-solutions-for-retail","Edge Solutions for Retail","TRUE","FALSE","TRUE","Emerging technologies such as Edge and AI are transforming the retail industry, providing new opportunities for retailers to optimize inventory, personalize the shopping experience, and improve operational efficiency","Retail","ContainerManagement, AI","Edge","AMQ,Ansible,API,Application Foundations,OpenShift,RHEL","PA","intro-marketectures/edge-retail-marketing-slide.png","edge-retail.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/sap-on-power","38","38-scaled-sap-in-regulated-and-restricted-environments","Scaled SAP in Regulated and Restricted Environments","TRUE","FALSE","TRUE","Automate patching and other aspects of lifecycle management for SAP hosts that are in restricted and highly regulated environments, while making the most of IBM Power servers","All","OperatingSystem, Automation","","Ansible,Insights,RHEL for SAP Solutions,Satellite","PA","intro-marketectures/sap-on-ibm-power-solution-overview.png","sap-on-power.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/demandrisk","37","37-demand-risk","Demand Risk","TRUE","FALSE","TRUE","Inventory optimization is key for retailers and two main factors to avoid are over and understock. Being able to predictively control them is a huge gain.","Retail","ApplicationPlatform, Automation","","Ansible,API,OpenShift","PA","intro-marketectures/demandrisk-marketing-slide.png","demandrisk.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/aws-rosa","35","35-red-hat-openshift-service-on-aws-implementation","Red Hat OpenShift Service on AWS Implementation","TRUE","FALSE","TRUE","Make the most of Red Hat OpenShift platform without the overhead of hosting or managing it, relying on top joint support by Red Hat and AWS and benefit from the integration with a vast array of apps on the AWS cloud.","All","ApplicationPlatform","AWS","ROSA,OpenShift","PA","intro-marketectures/aws-rosa-marketing-slide.png","aws-rosa.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/rosa-int","34","34-keeping-the-sap-core-clean-with-rosa","Keeping the SAP Core Clean with Red Hat OpenShift Service on AWS","TRUE","FALSE","TRUE","Keep your SAP core clean and adopt DevOps methodologies and a cloud native approach to create extensions and custom code for SAP outside of it, using ROSA","All","OperatingSystem, ApplicationPlatform","AWS","ROSA,Application Foundations,OpenShift","PA","intro-marketectures/rosa-int-marketing-slide.webp","rosa-int.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/scada-interface","33","33-scada-interface-modernisation","SCADA Interface Modernisation","TRUE","FALSE","TRUE","Modernise the interfaces between SCADA systems and the applications interacting with them, being compliant to regulations","Utility","ApplicationPlatform","Edge, On-Premise","ACM,AMQ,Ansible,API,OpenShift,Application Foundations","PA","intro-marketectures/scada-interface-marketing-slide.png","scada-interface.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/ms-aro","32","32-azure-red-hat-openshift-implementation","Azure Red Hat OpenShift Implementation","TRUE","FALSE","TRUE","Adopt cloud native development technologies and mindset using a container platform without having to manage it and controlling its costs and use all the services offered by cloud providers to create more innovative and useful applications.","All","ApplicationPlatform","Azure","Azure OpenShift","PA","intro-marketectures/ms-aro-marketing-slide.webp","ms-aro.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/event-driven-automation","27","27-event-driven-automation","Event Driven Automation","TRUE","FALSE","TRUE","Automating event response for configuration changes, security preparedness, or emergency incident handling across a scaling estate, whether on-premises in physical data centers or in public/private clouds.","FSI","Automation","","Ansible,AMQ,OpenShift,Consulting,Training","PA","intro-marketectures/eda-marketecture-slide.png","event-driven-automation.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/industrial-edge","26","26-industrial-edge","Industrial Edge","TRUE","FALSE","TRUE","Boosting manufacturing efficiency and product quality with artificial intelligence and machine learning out to the edge.","Manufacturing","ContainerManagement, AI, ApplicationPlatform","Edge","OpenShift,Runtimes,AMQ,Application Foundations,Data,ACM,RHEL","PA,VP","intro-marketectures/edge-manufacturing-efficiency-marketing-slide.webp","industrial-edge.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/single-page","25","25-change-data-capture","Change Data Capture","TRUE","FALSE","TRUE","This solution pattern brings an architectural solution for scenarios where services integration must happen through data integration and cause no impact to the existing stack.","All","ApplicationPlatform","","OpenShift,AMQ,Runtimes,Application Foundations","SP","intro-marketectures/sp-cdc.png","redhat-solution-patterns/solution-pattern-modernization-cdc/refactor-for-pa-page/documentation/modules/ROOT/pages/single-page.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/datacenter-to-edge","24","24-extending-cloud-from-data-center-to-edge","Extending Cloud from Data Center to Edge","TRUE","FALSE","TRUE","Bringing computing closer to the edge by monitoring for potential issues with gas pipeline.","All","ContainerManagement","Edge, On-Premise","OpenShift,ACM,Quay,Satellite,RHEL,Consulting,Training","PA","intro-marketectures/datacenter-to-edge-marketing-slide.png","datacenter-to-edge.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/telco-radio-access-networks","23","23-telco-radio-access-networks","Telco Radio Access Networks","TRUE","FALSE","TRUE","By taking advantage of cloud computing, radio access networks (RAN) solutions are able to accelerate the digital transformation of mobile networks.","Telco","ContainerManagement","","ACM,AMQ,Consulting,Identity,OpenShift,Quay,RHEL,Satellite,Training","PA","intro-marketectures/telco-ran-marketing-slide.png","telco-radio-access-networks.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/telco-5g-with-hyperscalers","22","22-deploying-telco-5g-in-public-cloud-environments","Deploying Telco 5G in Public Cloud Environments","TRUE","FALSE","TRUE","Build an adaptable, on-demand infrastructure services for 5G Core that can deliver across diverse use cases with minimal CAPEX and OPEX.","Telco","ContainerManagement","Cloud","Data,Identity,OpenShift,ACM,RHEL,Consulting,Training","PA","intro-marketectures/telco-5g-core-hyperscalers-marketing-slide.png","telco-5g-with-hyperscalers.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/telco-on-premise","21","21-deploying-telco-5g-in-on-premise-environments","Deploying Telco 5G in On-Premise Environments","TRUE","FALSE","TRUE","Ultra-reliable, immersive experiences for people and objects when and where it matters most.","Telco","ContainerManagement, Automation","On-Premise","OpenShift,AMQ,Ansible,Satellite,Identity,Quay,RHEL,Consulting,Training","PA","intro-marketectures/telco-5g-on-premise-marketing-slide.png","telco-on-premise.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/sap-smart-management","18","18-smart-management-for-sap","Smart Management for SAP","TRUE","FALSE","TRUE","Managing security, policy and patches for all the servers in the SAP ecosystem and making sure they are compliant with SAP and Red Hat’s recommendations through their entire lifecycle.","All","Automation, OperatingSystem","","Ansible,Consulting,Insights,RHEL for SAP Solutions,Satellite,Training","PA","intro-marketectures/smart-management-for-SAP-marketing-slide.png","sap-smart-management.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/self-healing","17","17-self-healing-infrastructure","Self-Healing Infrastructure","TRUE","FALSE","TRUE","Managing security, policy, and patches for a large number of servers in data centers or public/private clouds.","All","Automation","","Ansible,Consulting,Insights,RHEL,Satellite,Training","PA","intro-marketectures/self-healing-marketing-slide.png","self-healing.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/remote-management","15","15-remote-server-management","Remote Server Management","TRUE","FALSE","TRUE","Providing remote management for a consist server estate across hybrid cloud and data centers with remote management, security, and data protection for full lifecycle.","All","ContainerManagement, Automation","","Ansible,OpenShift,Insights,Satellite,Quay,RHEL,Consulting,Training","PA","intro-marketectures/rsm-marketing-slide.png","remote-management.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/payments","12","12-integrating-a-modern-payments-architecture","Integrating a Modern Payments Architecture","TRUE","FALSE","TRUE","Financial institutions enabling customers with fast, easy to use, and safe payment services available anytime, anywhere.","FSI","ApplicationPlatform","","OpenShift,Application Foundations,AMQ,Runtimes,RHEL,Consulting,Training","PA","intro-marketectures/payments-marketing-slide.png","payments.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/nzd-sap","11","11-near-zero-downtime-maintenance-for-sap","Near Zero Downtime Maintenance for SAP","TRUE","FALSE","TRUE","Minimizing the downtime of the maintenances on SAP hosts so that users and processes can continue to work without perceiving any interruption.","All","OperatingSystem, Automation","","Ansible,Satellite,RHEL for SAP Solutions,Consulting,Training","PA","intro-marketectures/near-zero-downtime-maintenance-for-sap-marketing.png","nzd-sap.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/integrated-saas","10","10-integrating-with-saas-applications","Integrating with SaaS applications","TRUE","FALSE","TRUE","Integrate with SaaS applications means providing your organization with consistent, responsive, and secure access to SaaS services.","All","ApplicationPlatform","","OpenShift,Application Foundations,RHEL,Consulting,Training","PA","intro-marketectures/saas-integration-marketing-slide.png","integrated-saas.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/spi-multi-cloud-gitops","8","8-hybrid-multicloud-management-with-gitops","Hybrid Multicloud Management with GitOps","TRUE","FALSE","TRUE","Unify continuous delivery as well as secured secret management across both hybrid and multicloud environments.","All","ContainerManagement, Automation","Cloud","OpenShift,Ansible,ACM,Identity,RHEL,Consulting,Training","PA,VP","intro-marketectures/hybrid-multicloud-management-gitops-marketing-slide.png","spi-multi-cloud-gitops.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/headlessecommerce","7","7-providing-a-headless-e-commerce-platform","Providing a Headless E-Commerce Platform","TRUE","FALSE","TRUE","Deploying a container based e-commerce website while moving away from tightly coupled existing e-commerce platform.","Retail","ApplicationPlatform","","OpenShift,Application Foundations,AMQ,Storage,RHEL,Consulting,Training","PA","intro-marketectures/headless-ecommerce-marketing-slide.png","headlessecommerce.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/cnd","4","4-building-your-cloud-native-applications","Building Your Cloud Native Applications","TRUE","FALSE","TRUE","Cloud-native development is an approach to building and running applications to fully exploit the advantages of the cloud computing.","All","ApplicationPlatform","","OpenShift,Application Foundations,RHEL,Consulting,Training,Quay,Runtimes","PA","intro-marketectures/cnd-marketing-slide.png","cnd.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAList only","https://www.redhat.com/architect/portfolio/detail/cloud-factory","3","3-automating-cloud-deployments-across-data-centers","Automating Cloud Deployments Across Data Centers","TRUE","FALSE","TRUE","Deploy multiple private clouds based on the same code using different parametrization.","All","ContainerManagement, Automation","","OpenShift,OpenStack,OpenShift Virtualization,Ansible,Identity,RHEL,Consulting,Training","PA","intro-marketectures/cloud-factory-marketing-slide.png","cloud-factory.adoc","Active","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RM only","https://www.redhat.com/en/interactive-experiences","","","","","","","","","","","","","","","","","","IE Published","https://www.redhat.com/en/interactive-experiences","https://interact.redhat.com/share/M9gGxVcMlY6jUnDU7lnY","","","","Getting started with Red Hat OpenShift Service Mesh 3","Latest","","","Creator Intake Form (no request)","Red Hat OpenShift","Red Hat OpenShift, Red Hat OpenShift Service Mesh","N/A","Application Platform","N/A","No, it is applicable to multiple verticals","","","","","Ortwin Schneider","HPBU","CY25Q3","Preview Red Hat OpenShift Service Mesh 3 in this interactive walkthrough that provides an overview of what OpenShift Service Mesh 3 includes, a guide for installation, and an opportunity to deploy a sample application.","This interactive demo helps users implement a service mesh to manage microservices communication and security on OpenShift. It walks through the full installation and configuration experience for Red Hat OpenShift Service Mesh 3. • Creating 'istio-system' and 'istio-cni' projects for service mesh components • Installing the Red Hat OpenShift Service Mesh 3 Operator from the Operator Hub • Creating and configuring Istio and IstioCNI custom resources for the control plane and CNI plugin • Applying discovery and injection labels to namespaces using 'oc label' commands in the terminal • Modifying the Istio control plane resource YAML to include discovery selectors • Deploying a sample application and exposing it via an 'istio-ingressgateway' and route","English","","service mesh, security, authentication, authorization, policies,traffic management, observability, MTLS,","https://www.redhat.com/en/technologies/cloud-computing/openshift/try-it, https://www.redhat.com/en/technologies/cloud-computing/openshift/what-is-openshift-service-mesh","","203",""
"RM only","https://www.redhat.com/en/interactive-experiences","","","","","","","","","","","","","","","","","","IE Published","https://www.redhat.com/en/interactive-experiences","https://interact.redhat.com/share/IPZDfNcMdl10jjSpHIdN","","","","Security automation and use cases with Red Hat Ansible Automation Platform","Latest","","","Creator Intake Form (no request)","Red Hat Ansible Automation Platform","Red Hat Ansible Automation Platform","Automation Campaign - Automation Acceleration","Mission Critical IT Automation","Mission Critical Automation - Maximize technology investments (AAP + AI/RHEL/Virt/ISV)","No, it is applicable to multiple verticals","No","","","","Cindy Russell","Ansible BU","CY26Q1","Lear about security automation with Ansible Automation Platform, including how it can help bridge the gap between SecOps and ITOps. Learn some key use cases to get started and see a brief demo of automated compliance reporting and enforcement.","Red Hat Ansible Automation Platform helps SecOps and ITOps teams address security threats and compliance challenges through automation. This interactive demo walks through a complete workflow for enforcing security policies and configuration standards. • Reviewing an Ansible Playbook designed to generate an OpenSCAP compliance report • Monitoring automation jobs and rulebook activations in the Ansible Automation Platform UI • Drilling down into a compliance reporting job to view its output and tasks • Examining a generated OpenSCAP compliance report showing failed checks • Running a compliance enforcement playbook to remediate identified issues • Re-running the OpenSCAP report to verify improved compliance results","English","","Security automation, automation, compliance, OpenSCAP, audit reporting","https://www.redhat.com/en/technologies/management/ansible/security-automation","Security automation and use cases with Red Hat Ansible Automation Platform","197",""
"RM only","https://www.redhat.com/en/interactive-experiences","","","","","","","","","","","","","","","","","","IE Published","https://www.redhat.com/en/interactive-experiences","https://interact.redhat.com/share/T9exNo1IqCUyBC0jwbjN","","","","Moving Virtual Machines to Perform Maintenance in Red Hat OpenStack Services on OpenShift","","","","Creator Intake Form (no request)","Red Hat OpenStack Services on OpenShift","Red Hat OpenStack Services on OpenShift","Virtualization Campaign - VM Migration","Virtualization","Virtualization - VM Migration - Targets VMware/ Broadcom customers (on-prem & cloud).","No, it is applicable to multiple verticals","No","","","","Amy Marrich","CFE","CY25Q4","Learn how to use the optimization service in Red Hat OpenStack Services on OpenShift to perform compute maintenance.","This interactive demo helps administrators ensure service continuity during infrastructure maintenance. It walks through the full process of migrating virtual machine instances between compute nodes. • Reviewing cloud resources and active instances in the Admin area. • Identifying instances running on a specific compute node (e.g., compute2). • Creating an Audit Template with 'Cluster Maintaining' goal and 'Hardware Maintenance' strategy. • Creating and starting a One Shot audit to migrate instances from the maintenance node. • Verifying successful instance migration to a different compute node (e.g., compute1).","English","","OpenStack, Virtual Machines, maintenance","ebook","Moving Virtual Machines to Perform Maintenance in Red Hat OpenStack Services on OpenShift","192",""
"RM only","https://www.redhat.com/en/interactive-experiences","","","","","","","","","","","","","","","","","","IE Published","https://www.redhat.com/en/interactive-experiences","https://interact.redhat.com/share/4nMjqJs5KEzriTRMmFZR","","","","Create AI-enabled Applications using Red Hat Developer Hub and OpenShift AI","","","","Legacy IE Master import","Red Hat OpenShift AI","Red Hat Advanced Developer Suite, Red Hat OpenShift AI, Red Hat OpenShift","App Platform Campaign - Platform Engineering","Application Platform","AI Platform - Operationalize AI","No, it is applicable to multiple verticals","","","","","Evan Shortiss","HPBU","CY25Q4","Streamline model deployment, discovery, and integration in applications using Red Hat Developer Hub and Red Hat OpenShift AI.","This interactive demo helps AI engineers streamline the use of generative AI models within their development workflows. It provides a comprehensive overview of the model lifecycle, encompassing discovery, integration, and application deployment. • Viewing generative AI models in the Red Hat OpenShift AI Model Catalog and Registry. • Discovering available AI models in the Red Hat Developer Hub Software Catalog, automatically imported from OpenShift AI. • Interacting with an AI model (gpt-4-mini) using Red Hat Lightspeed chat to query documentation and templates. • Configuring and generating a new application from a Software Template in Red Hat Developer Hub. • Reviewing CI pipeline runs and deployed application pods on a Red Hat OpenShift cluster. • Opening and exploring the public endpoint of the newly deployed chatbot application.","English, Spanish, Portuguese, Japanese","","developer portal, platform engineering, generative-ai, AI","Trial RHDH at https://developers.redhat.com/products/rhdh","Create AI-enabled Applications using Red Hat Developer Hub and OpenShift AI","188",""
"RM only","https://www.redhat.com/en/interactive-experiences","","","","","","","","","","","","","","","","","","IE Published","https://www.redhat.com/en/interactive-experiences","https://interact.redhat.com/share/yImOoM1f5foOdVYAaAs3","","","","AI Security & Safety Overview","","","","Legacy IE Master import","AI","AI, N/A","Adopt & Scale AI Campaign - Operationalize AI with RHOAI","AI Platform","AI Platform - Operationalize AI","No, it is applicable to multiple verticals","No","","","","ishu verma","Portfolio Technical Marketing and Platforms","CY25Q4","Overview of AI security & safety, how they differ from each other and recommendations for enterprises","Enterprises can build more trustworthy systems that deliver business value by addressing unique AI security and safety risks. This interactive demo provides a high-level understanding of these critical concepts and recommended next steps. • Understanding the increasing risks associated with enterprise AI adoption • Distinguishing between AI security, focused on system protection, and AI safety, focused on ethical behavior • Identifying common AI security risks like prompt injection and model jailbreaking • Identifying common AI safety issues such as toxic outputs, bias, and hallucinations • Learning strategies for managing AI safety risks, including pre-training alignment and continuous evaluation • Reviewing next steps for integrating AI risk into enterprise governance and partnering with Red Hat AI Consulting","English","","AI, security, safety","https://www.redhat.com/en/services/consulting/red-hat-consulting-for-ai","AI Security & Safety Overview","180","AI, N/A, Business Intro, Adopt & Scale AI Campaign - Operationalize AI with RHOAI, AI Platform, AI Platform - Operationalize AI, No, it is applicable to multiple verticals, No, ishu verma, iverma@redhat.com, Portfolio Technical Marketing and Platforms, AI Security & Safety Overview, https://app.arcade.software/flows/SqJF1Ggs1vjlUzRCqqlY/view, CY25Q4, Overview of AI security & safety, how they differ from each other and recommendations for enterprises, English, AI, security, safety"
